P0006_tLung,P0008_tLung,P0018_tLung,P0019_tLung,P0020_tLung,P0025_tLung,P0028_tLung,P0030_tLung,P0031_tLung,P0034_tLung,P1006_tL.B,P1028_tL.B,P1049_tL.B,P1058_tL.B
PARP10,0.2319689,0.16595304,0.15394622,0.21153347,0.16946948,0.17818904,0.23777121,0.19116813,0.19750048,0.1909857,0.025236407,0.19693819,0.35739478,0.16824201
PARP11,0.07965965,0.050866835,0.049743067,0.06037865,0.059338056,0.051013798,0.035630405,0.053585004,0.06500016,0.013699396,0.08580378,0.020062309,0.09031637,0.04653502
PARP12,0.18353583,0.11699372,0.23199138,0.33229077,0.29763967,0.21698827,0.2797516,0.22085711,0.111250274,0.1325618,0.12618203,0.19857593,0.21288858,0.22133966
PARP14,0.45437863,0.37959376,0.83062345,0.42223412,0.8739308,0.21986228,0.80009663,0.4149217,0.43687606,0.8002059,0.9907092,0.6215221,0.2825612,0.4814585
PARP15,0.052894007,0.06485521,0.0175816,0.05413258,0.042248692,0.054606322,0.01622771,0.04272318,0.028125068,0.035054337,0.013699763,0.014125504,0.11096011,0.039375786
PARP16,0.066276826,0.048959326,0.03902258,0.025817078,0.026583448,0.037362218,0.042333152,0.036206085,0.056875136,0.06889991,0.1579078,0.068989776,0.07225309,0.036392774
PARP2,0.050982177,0.048959326,0.09133856,0.052883368,0.053641602,0.045984272,0.06667472,0.048516154,0.073125176,0.066482365,0.10527187,0.034392532,0.03999725,0.051307842
PARP3,0.06563955,0.03878596,0.093482666,0.044971686,0.06503451,0.042391747,0.071966365,0.09196345,0.043750107,0.059632666,0.098061465,0.15394752,0.059350755,0.09008703
PARP4,0.109611675,0.062311873,0.18567887,0.2140319,0.16852008,0.093405545,0.14957714,0.13179013,0.11437528,0.20669971,0.110319145,0.22437033,0.13805503,0.21358381
PARP6,0.10451346,0.07312107,0.12435768,0.08494651,0.084022686,0.07759845,0.21660464,0.07241217,0.09562524,0.15472259,0.25452718,0.36153102,0.09805777,0.08710401
PARP8,0.36133617,0.22063491,0.18053302,0.1853,0.19700234,0.14513785,0.094191276,0.16220325,0.15875039,0.14223197,0.07066193,0.17912777,0.39868224,0.17361142
PARP9,0.21986063,0.13225377,0.42538902,0.3364548,0.4713815,0.17459652,0.48471463,0.30268285,0.22187555,0.41259357,0.39440897,0.2595817,0.24514444,0.36094472
PARPBP,0.022941979,0.01653172,0.023156255,0.022902245,0.043672808,0.035206705,0.02575267,0.029688988,0.028125068,0.016922783,0.08724586,0.05036049,0.045158185,0.015511673
PARS2,0.009559157,0.0069941897,0.027015632,0.009577303,0.0137664275,0.00502953,0.017638814,0.006517095,0.008750021,0.013296473,0.04758865,0.0059368056,0.0038707014,0.012528659
PART1,0.015931929,0.0019075063,0.012864587,0.0016656179,0.0028482266,0.0035925212,0,0.0050688516,0.001250003,0.002014617,0.004326241,0.0016377396,0,0.0035796168
PARVA,0.17907488,0.07757192,0.14151046,0.07287078,0.1177267,0.042391747,0.17497705,0.11079062,0.23062555,0.19380617,0.09301418,0.15005788,0.047738653,0.28577274
PARVB,0.29633388,0.2117332,0.23585075,0.4189029,0.2871962,0.37577772,0.15663266,0.48660976,0.27187568,0.04270988,0.043262407,0.068580344,0.19095461,0.18673669
PARVG,0.30079484,0.24543248,0.22727436,0.4368083,0.27153093,0.38224426,0.13123278,0.48226503,0.18625045,0.0636619,0.07643026,0.004708501,0.38836038,0.26011884
PASD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASK,0.1421128,0.27722424,0.06646703,0.19279526,0.05269219,0.06466538,0.033866525,0.050688516,0.050625123,0.026190024,0.057683215,0.035211403,0.13547456,0.020881098
PATE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATE2,0,0,0.00042881953,0,0,0,0.0017638814,0.00072412164,0.0006250015,0,0.0007210401,0,0,0
PATL1,0.113435335,0.08838112,0.16509554,0.14490876,0.19130588,0.122864224,0.1280578,0.12527305,0.13375033,0.17366,0.16367613,0.16275036,0.13160385,0.13005942
PATL2,0.088581525,0.103641175,0.0218698,0.028731909,0.039875172,0.058917344,0.01904992,0.032585476,0.05375013,0.0036263107,0.020910166,0.008802851,0.3767483,0.032216553
PATZ1,0.073286876,0.048959326,0.15780559,0.06912314,0.06313569,0.052450806,0.21096022,0.065895066,0.106250264,0.15915476,0.47156027,0.059777495,0.10837965,0.05488746
PAUPAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAWR,0.14657375,0.09092447,0.3383386,0.08744494,0.23355459,0.081909485,0.3587735,0.19478874,0.2531256,0.4129965,1.2243263,0.69051194,0.18837415,0.11156473
PAX1,0,0,0.00042881953,0,0,0,0,0,0,0,0,0.0004094349,0.0012902339,0.0011932056
PAX2,0,0.0006358354,0,0.00041640448,0,0,0,0,0.0006250015,0.0008058468,0,0,0,0
PAX3,0,0,0,0,0,0,0,0,0,0,0,0,0.116121046,0
PAX5,0.024853809,0.060404368,0.0025729174,0.017488988,0.00047470443,0.085502,0.005291644,0.00072412164,0.002500006,0.0024175404,0.0014420802,0.00020471745,0.04386795,0.0053694253
PAX6,0,0,0,0.0012492135,0,0.00071850425,0,0.00072412164,0.0006250015,0,0,0,0,0.0005966028
PAX7,0,0.0012716708,0.008147571,0,0,0,0.0003527763,0,0,0,0.0007210401,0.10788609,0,0
PAX8,0.026765643,0.0012716708,0.0098628495,0.016239775,0.031330492,0.04813978,0.025047116,0.047792032,0.023750057,0.04109819,0.025957445,0.00061415235,0.012902339,0.035199568
PAX9,0.0057354947,0,0.026586814,0.0033312358,0.050793372,0.00071850425,0.010936066,0.00434473,0.00812502,0.016116936,0.016583925,0.07144639,0.038707018,0.022074305
PAXBP1,0.12363177,0.08011526,0.14365456,0.07536921,0.1077579,0.058917344,0.12735224,0.10717001,0.111250274,0.13135304,0.13627659,0.14064088,0.058060523,0.07397875
PAXBP1-AS1,0.010833712,0.0069941897,0.008147571,0.0083280895,0.006645862,0.01005906,0.010230512,0.005792973,0.0068750167,0.0036263107,0.020189125,0.004913219,0.009031637,0.0047728224
PAXIP1,0.029952027,0.028612595,0.07075523,0.03539438,0.05696453,0.035206705,0.057502534,0.027516624,0.033750083,0.060841434,0.11536643,0.08475302,0.045158185,0.051307842
PAXIP1-AS1,0.06882594,0.087109454,0.1290747,0.039558426,0.10490968,0.07903546,0.11394674,0.033309598,0.060000148,0.088643156,0.2783215,0.13204275,0.09676754,0.03340976
PAXIP1-AS2,0.02931475,0.029884266,0.019725699,0.022069437,0.014715837,0.014370085,0.007761079,0.019551285,0.01562504,0.026592946,0.0028841605,0.02395194,0.030965611,0.01909129
PBDC1,0.3039812,0.21999906,0.2324202,0.4826128,0.549233,0.40020683,0.43603152,0.53367764,0.30437574,0.4508713,0.4218085,0.23767696,0.3548143,0.83703375
PBK,0.0050982176,0.0063583544,0.01886806,0.014157752,0.031330492,0.035206705,0.04586092,0.028240746,0.02437506,0.017325707,0.06849881,0.049951054,0.04386795,0.032216553
PBLD,0.012745544,0.018439228,0.023585076,0.022902245,0.018513473,0.012214572,0.06949693,0.035481963,0.01625004,0.06527359,0.008652482,0.01678683,0.01677304,0.022670906
PBOV1,0,0.0006358354,0,0.00041640448,0,0,0,0,0,0.0004029234,0.0014420802,0,0,0
PBRM1,0.35878703,0.22127073,0.31046537,0.34186807,0.30665907,0.23638788,0.22295462,0.2867522,0.29875073,0.17406292,0.6301891,0.23030712,0.2967538,0.2971082
PBX1,0.32756048,0.12971042,0.26372403,0.17572269,0.028007561,0.025866153,0.055738654,0.14192785,0.38000092,0.24658914,1.4637115,0.17749003,0.11999175,0.17957745
PBX2,0.16696662,0.09410364,0.22898965,0.13574786,0.2155158,0.12358272,0.22366017,0.14699669,0.15500037,0.2598856,0.7880969,0.15988433,0.14192572,0.14437789
PBX3,0.19755593,0.083930284,0.09905732,0.14574157,0.14810778,0.09987208,0.14569661,0.13903137,0.17250042,0.08824023,0.13627659,0.22477975,0.10708941,0.12230358
PBX4,0.084757864,0.095375314,0.02915973,0.04871932,0.09873852,0.0344882,0.033160973,0.043447297,0.055000134,0.020952018,0.031725768,0.07103695,0.03354608,0.034602962
PBXIP1,0.5499702,0.7025981,0.35377613,0.46387458,0.30381083,0.421762,0.41274828,0.30485523,0.4925012,0.3098481,0.83352244,0.08720963,0.56383216,0.32455194
PC,0.026765643,0.01526005,0.06260765,0.02415146,0.10823261,0.025147647,0.05714976,0.04417142,0.10500026,0.08582269,0.009373521,0.03684914,0.01677304,0.036989376
PCAT1,0.019755594,0.0069941897,0.014579865,0.012492133,0.0071205664,0.011496068,0.014816605,0.023171892,0.008750021,0.038277727,0.033888888,0.009212285,0.011612104,0.010142248
PCAT14,0,0,0,0,0.00047470443,0,0,0.00072412164,0,0,0.0014420802,0,0,0
PCAT18,0.0006372772,0,0.00042881953,0,0,0,0,0.0072412165,0,0,0,0,0.0012902339,0
PCAT19,0.03951119,0.027340923,0.026586814,0.16114853,0.00094940886,0.02227363,0.01622771,0.06806744,0.1231253,0.006849698,0.003605201,0.0014330222,0.0012902339,0.011932056
PCAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCAT29,0.012745544,0.027340923,0.006003474,0.021653032,0.014715837,0.05676183,0.0031749867,0,0.013750033,0.0016116936,0.012257683,0.0034801965,0.011612104,0.0149150705
PCAT4,0,0,0,0,0,0,0,0,0.0006250015,0,0,0,0,0
PCAT5,0,0,0.00085763907,0,0,0,0,0.00072412164,0,0,0.0007210401,0,0.0025804678,0.0005966028
PCAT6,0.018481039,0.028612595,0.0634653,0.017488988,0.029906377,0.015807092,0.07408302,0.02606838,0.028125068,0.060841434,0.3107683,0.06469071,0.034836315,0.028636934
PCAT7,0.0019118317,0.0031791772,0.008576391,0.002498427,0.0071205664,0.0014370085,0.0045860917,0.00072412164,0.020000048,0.004835081,0.004326241,0.0065509584,0.0064511695,0.0017898084
PCBD1,0.79213554,0.5271076,1.2435766,1.1197116,1.454969,0.71850425,3.1704004,1.267213,1.0862527,2.3522668,1.5185106,3.7342508,0.6064099,1.3250549
PCBD2,0.07201232,0.07439274,0.17710248,0.10451752,0.13339195,0.09268704,0.10230512,0.102101155,0.059375145,0.14102319,0.14348699,0.13511351,0.06322146,0.18494688
PCBP1,2.3642983,1.7638075,2.3117664,2.7670076,2.153734,2.4292626,2.357604,2.4417384,1.9281297,1.8989781,3.5049763,1.7601606,3.194619,2.2283115
PCBP2,1.9328617,1.6442704,1.6535282,1.701845,1.6728584,2.220178,1.5571547,2.2802591,1.9287547,2.0081704,2.6454964,2.5515983,2.5843384,2.8869612
PCBP3,0.023579255,0.028612595,0.00943403,0.009160899,0.0028482266,0.01005906,0.0067027495,0.006517095,0.018125044,0.0044321576,0,0.0030707617,0.0025804678,0.036392774
PCBP4,0.098777965,0.066762716,0.1406528,0.050384942,0.070730954,0.03951773,0.1636882,0.040550813,0.14500035,0.06446774,0.323026,0.36153102,0.13805503,0.10977492
PCCA,0.069463216,0.041965142,0.0703264,0.06162786,0.047945146,0.043110255,0.05115256,0.08254987,0.05875014,0.1015367,0.048309688,0.03541612,0.06064099,0.057870474
PCCA-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCCB,0.07647326,0.0699419,0.11921184,0.10826516,0.15570305,0.09627956,0.13052723,0.16944447,0.09750024,0.11765364,0.24515367,0.07144639,0.10966987,0.0847176
PCDH1,0.014657375,0.0019075063,0.17838892,0.022902245,0.047945146,0.0172441,0.092780165,0.028240746,0.121250294,0.14102319,0.20621748,0.1946863,0.054189824,0.1485541
PCDH10,0.0019118317,0,0.00042881953,0.0062460667,0,0,0.0003527763,0.0050688516,0.002500006,0.011684779,0,0.00020471745,0.0051609357,0
PCDH11X,0.0019118317,0.0038150125,0.0017152781,0,0.00047470443,0.00071850425,0,0.0036206082,0.0037500092,0,0.0007210401,0.00061415235,0.0038707014,0.0017898084
PCDH11Y,0.0012745544,0.0019075063,0.00085763907,0.00041640448,0.00047470443,0.0014370085,0.0021166578,0.00072412164,0.001250003,0.0012087702,0.0021631205,0.0014330222,0,0.0011932056
PCDH12,0.033138413,0.011445038,0.0068611125,0.04580449,0.0023735221,0.005748034,0.0074083023,0.010137703,0.028750071,0.0024175404,0.0007210401,0.00020471745,0.0012902339,0.010738851
PCDH15,0.0025491088,0.0025433416,0,0.0037476402,0,0.0014370085,0,0.0014482433,0,0,0,0,0,0
PCDH17,0.098777965,0.020982571,0.04759897,0.27357772,0.0037976354,0.12070871,0.013052722,0.13613488,0.12500031,0.038680647,0.0014420802,0.0026613267,0.0038707014,0.012528659
PCDH18,0.030589307,0.021618405,0.014579865,0.008744494,0.00094940886,0.002874017,0.0028222103,0.007965338,0.051875126,0.0008058468,0.0007210401,0.00020471745,0,0.026847126
PCDH19,0.007010049,0.0019075063,0.0072899326,0.00083280896,0.00047470443,0.00071850425,0.0003527763,0.00072412164,0.005000012,0.0008058468,0.0021631205,0.0018424569,0,0.0011932056
PCDH20,0.0006372772,0.0006358354,0.006003474,0.0016656179,0,0,0.0021166578,0.00434473,0.0018750046,0.016116936,0,0,0.0012902339,0
PCDH7,0.113435335,0.014624215,0.23199138,0.029564718,0.17659004,0.00502953,0.027163774,0.005792973,0.12375031,0.024578327,0.005768321,0.04196708,0.021933975,0.113354534
PCDH8,0,0,0,0,0,0,0.0010583289,0,0,0,0,0,0,0
PCDH9,0.057354946,0.011445038,0.00900521,0.047886513,0.0213617,0.015807092,0.037747063,0.02244777,0.056250136,0.07655545,0.065614656,0.00020471745,0.020643743,0.005966028
PCDH9-AS1,0,0.0006358354,0.00042881953,0,0,0.00071850425,0,0,0,0.0004029234,0,0,0,0
PCDH9-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHA1,0,0,0.00085763907,0,0.00047470443,0,0,0,0.0018750046,0.0004029234,0,0.00020471745,0,0.0005966028
PCDHA10,0.0038236633,0.0025433416,0.007718752,0.0012492135,0.00094940886,0,0.0021166578,0,0.01625004,0,0.0014420802,0,0,0.04653502
PCDHA11,0,0,0,0,0,0,0.0003527763,0,0,0,0.0007210401,0.0004094349,0,0
PCDHA12,0.013382821,0.0025433416,0.035592023,0.008744494,0.0014241133,0.006466538,0.036335956,0.0036206082,0.04500011,0.03908357,0.0014420802,0.0016377396,0.0012902339,0.024460716
PCDHA13,0.0006372772,0,0.00085763907,0.00041640448,0,0,0.0003527763,0,0.0006250015,0.0008058468,0.0021631205,0,0,0
PCDHA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHA3,0.0012745544,0.0006358354,0,0,0,0,0,0,0,0,0,0,0,0
PCDHA4,0.0006372772,0.0006358354,0.015866324,0.00041640448,0,0,0.0010583289,0.0014482433,0.002500006,0.0004029234,0.0007210401,0.00020471745,0,0.009545645
PCDHA5,0.0006372772,0,0.003001737,0,0,0,0.0003527763,0.00072412164,0.0006250015,0,0,0,0,0.0071592336
PCDHA6,0.0006372772,0,0.00085763907,0.0012492135,0,0.00071850425,0.0038805394,0,0.0006250015,0,0,0,0,0.0071592336
PCDHA7,0,0,0.0034305563,0.00041640448,0,0,0.026105445,0,0.0018750046,0,0.0014420802,0,0,0.008949042
PCDHA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDHA9,0.0006372772,0.0006358354,0.003859376,0.00083280896,0.00094940886,0,0.0028222103,0,0.0006250015,0.0004029234,0.0007210401,0,0,0.002983014
PCDHAC1,0,0.0019075063,0.005574654,0.00083280896,0.00094940886,0,0.0021166578,0.0028964865,0.005000012,0.0036263107,0.0028841605,0.0004094349,0,0.0017898084
PCDHAC2,0,0,0.0017152781,0.0016656179,0,0.00071850425,0,0.002172365,0.0006250015,0.0012087702,0.0021631205,0.0004094349,0.0012902339,0.0005966028
PCDHB1,0.0019118317,0,0.0025729174,0.0012492135,0,0,0.0010583289,0.0014482433,0.001250003,0.0012087702,0,0,0.0025804678,0.0005966028
PCDHB10,0.017206484,0.005086683,0.015866324,0.0016656179,0.0018988177,0,0.0049388683,0.002172365,0.019375047,0.0004029234,0.015141843,0.0028660444,0,0.069205925
PCDHB11,0.015294653,0.004450848,0.015437504,0.002498427,0.006645862,0,0.0003527763,0.0036206082,0.030000074,0.0008058468,0.11176123,0.0012283047,0,0.010738851
PCDHB12,0.0076473267,0.0038150125,0.0051458348,0.0033312358,0.0014241133,0.0035925212,0.0010583289,0.0014482433,0.01625004,0,0.025236407,0.00020471745,0.0012902339,0.00835244
PCDHB13,0.010196435,0.0012716708,0.0064322934,0.0029148313,0.003322931,0,0.0063499734,0.0028964865,0.013750033,0.0016116936,0.015141843,0.0004094349,0,0.01670488
PCDHB14,0.028677473,0.0063583544,0.02744445,0.0066624717,0.014241133,0.005748034,0.00952496,0.00434473,0.038125094,0.0056409277,0.056241132,0.009007568,0,0.07934818
PCDHB15,0.013382821,0.009537531,0.011149308,0.005413258,0.0023735221,0.004311025,0.0024694342,0.00434473,0.010000024,0.0012087702,0.003605201,0.0020471744,0,0.015511673
PCDHB16,0.019755594,0.008901696,0.03859376,0.004996854,0.014241133,0.00071850425,0.014463828,0.0014482433,0.025625063,0.0016116936,0.09301418,0.0008188698,0,0.11096812
PCDHB2,0.018481039,0.0063583544,0.034305565,0.013324943,0.016614655,0.00071850425,0.019755473,0.0050688516,0.02937507,0.0028204639,0.008652482,0.022928355,0,0.032216553
PCDHB3,0.003186386,0.0012716708,0.0012864587,0.0016656179,0,0,0.023988789,0.0028964865,0.01250003,0,0.0050472813,0,0.0012902339,0.00417622
PCDHB4,0.015931929,0.0038150125,0.023585076,0.002498427,0.00094940886,0.0014370085,0.0035277628,0.002172365,0.0068750167,0.0004029234,0.007210402,0.00061415235,0,0.0035796168
PCDHB5,0.013382821,0.0063583544,0.090052105,0.002498427,0.00094940886,0.00071850425,0.0024694342,0.0014482433,0.0037500092,0.0012087702,0.06849881,0,0,0.041165594
PCDHB6,0.0050982176,0.0019075063,0.0042881956,0.00041640448,0,0,0.0010583289,0.00072412164,0.005000012,0.0004029234,0.025236407,0.00020471745,0,0.009545645
PCDHB7,0.015294653,0.0025433416,0.0042881956,0.00083280896,0,0.0021555126,0.005291644,0.0028964865,0.011875029,0.0008058468,0.0021631205,0,0,0.0071592336
PCDHB8,0.0019118317,0,0.003859376,0,0.0023735221,0,0,0,0.001250003,0,0.007931442,0,0,0.0005966028
PCDHB9,0.0223047,0.004450848,0.030017368,0.0037476402,0.009019384,0.0035925212,0.013405499,0.00072412164,0.018750045,0.0024175404,0.033888888,0.0018424569,0.0012902339,0.09843947
PCDHGA1,0.0006372772,0,0.0042881956,0,0,0,0.0007055526,0,0.0043750107,0.0008058468,0.007931442,0,0.0038707014,0.00417622
PCDHGA10,0.0223047,0.007630025,0.0051458348,0.0037476402,0.009494089,0.004311025,0.009172183,0.002172365,0.020000048,0.011684779,0.063451536,0.004708501,0.0025804678,0.051904444
PCDHGA11,0,0.0006358354,0.00085763907,0.00041640448,0.00047470443,0.0014370085,0.0021166578,0.00072412164,0.0018750046,0.0016116936,0.003605201,0.0004094349,0,0.0077558365
PCDHGA12,0.0057354947,0.0019075063,0,0.00083280896,0.00047470443,0,0,0.00072412164,0.0018750046,0.0008058468,0.003605201,0,0,0.0023864112
PCDHGA2,0.00892188,0.0019075063,0.0012864587,0.00041640448,0,0.00071850425,0.0010583289,0.00072412164,0.0068750167,0,0.012257683,0,0,0.018494688
PCDHGA3,0.00446094,0.0006358354,0.00042881953,0,0,0,0,0,0.001250003,0,0.0007210401,0,0,0.0011932056
PCDHGA4,0.0006372772,0.0006358354,0,0,0.00094940886,0,0.0003527763,0,0.002500006,0,0.003605201,0,0,0.00417622
PCDHGA5,0.014020098,0.004450848,0.0012864587,0.0012492135,0.00047470443,0,0.0021166578,0,0.013125032,0.0012087702,0.005768321,0,0.0012902339,0.010142248
PCDHGA6,0.00892188,0.005722519,0.0068611125,0.0033312358,0.01281702,0.0021555126,0.010230512,0.0028964865,0.020625051,0.0060438514,0.041820332,0.0008188698,0,0.058467075
PCDHGA7,0.0019118317,0,0.00085763907,0,0.00047470443,0,0,0.00072412164,0.0037500092,0.0004029234,0.004326241,0,0,0.008949042
PCDHGA8,0.009559157,0.0012716708,0.004717015,0.0012492135,0.00427234,0.00071850425,0.0063499734,0.00072412164,0.01562504,0.0008058468,0.029562645,0.0004094349,0.0012902339,0.026847126
PCDHGA9,0.0006372772,0.0006358354,0,0.00041640448,0,0,0.0007055526,0,0,0.0004029234,0.0014420802,0,0,0.0017898084
PCDHGB1,0,0,0.00042881953,0,0,0.00071850425,0,0,0.0006250015,0,0.0021631205,0,0,0.0005966028
PCDHGB2,0.0025491088,0.0006358354,0,0,0.00047470443,0.0014370085,0.0003527763,0,0.0006250015,0,0.0014420802,0,0,0.0005966028
PCDHGB3,0.0006372772,0,0,0,0,0,0,0,0,0.0004029234,0.0007210401,0,0,0.0011932056
PCDHGB4,0.0006372772,0,0,0,0,0,0,0,0.0006250015,0,0.0007210401,0,0,0.0011932056
PCDHGB5,0,0,0.00042881953,0,0,0,0.0003527763,0,0.0006250015,0.0012087702,0,0.00061415235,0,0.0023864112
PCDHGB6,0.00892188,0.0025433416,0.0025729174,0.0012492135,0.00094940886,0.0014370085,0.0028222103,0,0.0075000185,0.0028204639,0.012257683,0.0040943488,0.0012902339,0.02326751
PCDHGB7,0.003186386,0.0025433416,0.003001737,0.0012492135,0.00094940886,0,0.0010583289,0,0.0031250075,0.0012087702,0.007210402,0.00020471745,0.0012902339,0.0017898084
PCDHGC3,0.0025491088,0.0019075063,0,0.0012492135,0.00047470443,0,0.0003527763,0,0.0037500092,0.0024175404,0.0007210401,0,0,0.0017898084
PCDHGC4,0.0012745544,0,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
PCDHGC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
PCED1A,0.08348331,0.057861026,0.1556615,0.07328719,0.065983914,0.04885829,0.09560237,0.066619195,0.098125234,0.12087703,0.11176123,0.12876727,0.117411286,0.053694252
PCED1B,0.15167196,0.14624214,0.1273594,0.16531257,0.16614655,0.12430123,0.068791375,0.14699669,0.07125017,0.05640928,0.020910166,0.029274594,0.16902064,0.13781525
PCF11,0.59649146,0.43999812,0.29931605,0.33562198,0.33704016,0.31973436,0.29844874,0.48081678,0.4543761,0.7699866,0.61648935,0.25303075,0.5135131,0.30486405
PCF11-AS1,0.0057354947,0.0038150125,0.01072049,0.0041640447,0.0037976354,0.00071850425,0.0045860917,0.0036206082,0.0031250075,0.006849698,0.025957445,0.0030707617,0.009031637,0.0005966028
PCGF1,0.112798065,0.06421938,0.102916695,0.1215901,0.08924443,0.08765752,0.1234717,0.14772081,0.088125214,0.15915476,0.11969267,0.19816649,0.15095736,0.107388504
PCGF2,0.099415235,0.04705182,0.32118583,0.080782466,0.076902114,0.059635848,0.318557,0.14916906,0.16625041,0.28809026,0.14348699,0.31260356,0.037416782,0.13662204
PCGF3,0.109611675,0.06485521,0.2654393,0.104933925,0.12247374,0.07903546,0.20919634,0.084722236,0.12250029,0.20267047,0.36556736,0.110956855,0.105799176,0.15929295
PCGF5,0.3568752,0.30710852,0.25428998,0.42140132,0.3199508,0.3772147,0.38734838,0.4909545,0.35562584,0.2772113,0.43046096,0.3930575,0.45029163,0.29949462
PCGF6,0.07073777,0.04705182,0.05874828,0.04580449,0.04652103,0.05316931,0.08713574,0.047792032,0.053125132,0.046336196,0.11104018,0.074926585,0.09031637,0.06741612
PCID2,0.19373226,0.19520149,0.23971014,0.15573527,0.15238012,0.18106306,0.18697143,0.16872035,0.1637504,0.16681029,0.22424349,0.17155322,0.23482257,0.16704878
PCIF1,0.1873595,0.20601068,0.15909205,0.16864382,0.13339195,0.17818904,0.1605132,0.1571344,0.17250042,0.13900858,0.4073877,0.13920785,0.23611279,0.10917832
