S2,S4,S8,S6,S1
METT10D,431.432136904347,4272.36475701871,26.430987121779,419.483380026237,0.598269135781294
TIAF1,38.6061713570495,2304.30084150957,1060.58357028527,28.6307747306492,914.222195805887
RAPH1,434.691355457866,5.28974624775989e-11,1486.77391170829,776.252957835415,1816.88537434449
MLXIP,1086.23744358869,0.806479472669424,3125.1542282764,523.049875814256,543.657173256225
ANXA3,809.048460408866,104.769629670796,718.770050937764,711.165988928105,3192.56346868905
METTL11A,414.461961323009,2892.37513431111,1464.56949521849,500.206886528108,1093.34487853492
BOP1,766.769202677692,1721.15680607753,85.4219958623382,360.802427642137,1.94022262630934e-06
CGNL1,278.9667252436,3.52960682284099,4177.9923771293,1170.00493179226,1.8659633377946
CLIP2,433.865545308219,1902.96813923999,408.873729043441,6.67738912278506e-16,583.109985786178
FAAH,131.893324481568,3126.36947579219,0.158040638838317,1487.34987840525,0.242434036906631
ZNF385A,603.527422494314,263.796739296306,1691.26528522207,451.362863599407,4048.01320672385
TPST2,505.507431146624,395.994729348884,0.00133126685913737,1016.65234495287,5621.40313225149
PNMAL1,1253.62645480314,1122.45743713532,0.00613453745630684,0.0117311442953723,5.65275317105902e-26
GMDS,368.594204388083,2324.69798813009,0.0246513360901641,1664.63156013513,177.624732038468
EXOSC5,792.078981394604,2900.5468945737,0.078513152501556,77.9102105106846,0.00139066330687674
LPAR2,551.437599787987,3821.27394944907,763.244975472683,748.530783069477,0.00544059074784277
OSBPL10,944.916744726395,4.22078588748112,0.000745121217521865,275.196673351826,0.0971853537076053
TROAP,1131.55002923388,2472.84973967074,2021.23522201868,323.472969605225,1.21488522895219e-21
CSF1R,242.58139392485,9.78872308783776e-05,449.032584825728,458.425223687395,1.40181802730586e-22
CD93,421.699347867417,8.21321875099218e-09,0.0992447178747409,432.970418051016,9.47937735322556
PARVG,165.681700783615,50.5102851297722,3.15673035614889,1195.78700489545,1.33450717823279e-06
SPR,280.926800295989,2903.99840365994,3871.51154754213,1087.374969264,9.6822281077362e-06
PLCB1,500.985155466606,6.20225463213763e-18,1.96375550268604e-12,1433.37914523301,9.19869389424783e-17
BZRAP1,667.952868081434,965.503144275134,6.3607693680445e-13,438.702670611728,2.73922169743761e-09
AUTS2,1238.85751823508,8.33951712434339e-05,0.127244180677229,308.414323494501,1927.55579366136
KCNK5,567.650836186902,1545.93913545865,8729.34780741591,285.293622056735,0.0177425401706077
AURKB,955.514439431411,1877.3870668161,1449.33340966338,4.36995454594553,2.47506043884978e-13
